4.6408081,10.4607420,1.3948556
4.4413816,10.4551164,1.3945647
4.2423040,10.4299382,1.3978713
4.0476604,10.3865362,1.4188906
3.8569155,10.3262244,1.4441762
3.6715229,10.2506395,1.4733136
3.4927034,10.1614134,1.5036738
3.3205126,10.0594412,1.5344940
3.1558445,9.9459027,1.5663397
2.9988415,9.8214616,1.5996894
2.8509550,9.6879107,1.6341784
2.7103803,9.5440316,1.6719912
2.5795910,9.3928642,1.7114590
2.4581794,9.2348578,1.7535703
2.3444196,9.0684401,1.7996025
2.2402931,8.8978005,1.8484948
2.1450055,8.7240441,1.9008667
2.0561233,8.5452956,1.9577114
1.9730554,8.3640122,2.0179217
1.8940915,8.1819278,2.0793574
1.8181640,7.9982062,2.1407618
1.7455199,7.8118259,2.2013550
1.6766312,7.6219214,2.2608394
1.6139805,7.4343275,2.3180406
1.5556152,7.2429730,2.3737529
1.5017862,7.0482752,2.4282973
1.4538089,6.8558073,2.4800564
1.4099581,6.6598774,2.5307946
1.3707565,6.4637710,2.5796614
1.3357217,6.2666977,2.6265931
1.3046094,6.0689370,2.6724899
1.2771491,5.8706038,2.7154666
1.2531009,5.6721331,2.7575124
1.2321356,5.4729552,2.7967919
1.2140773,5.2735091,2.8340953
1.1987568,5.0747770,2.8694208
1.1857129,4.8741350,2.9010751
1.1747911,4.6755289,2.9309109
1.1655229,4.4758810,2.9571736
1.1581048,4.2766511,2.9800476
1.1528565,4.0770100,3.0007170
1.1501232,3.8771959,3.0179935
1.1499675,3.6774255,3.0256163
1.1524699,3.4773496,3.0228638
1.1577222,3.2777598,2.9790133
1.1658617,3.0780825,2.9336036
1.1770569,2.8780988,2.8869588
1.1913672,2.6791135,2.8361026
1.2089641,2.4798685,2.7832092
1.2298648,2.2809426,2.7273149
1.2540636,2.0826471,2.6677797
1.2816713,1.8844398,2.6066821
1.3126689,1.6870354,2.5426708
1.3472632,1.4900861,2.4774520
1.3856700,1.2938388,2.4112126
1.4282012,1.0985076,2.3439993
1.4752969,0.9041884,2.2766096
1.5274306,0.7111808,2.2090144
1.5851624,0.5197777,2.1841260
1.6489787,0.3304509,2.0740329
